source,division,supervisor,unit,department,job_title,job_grade,job_category,job_objective,responsibilities,num_responsibilities
JD,Digital Banking,None,Card Banking Business,Card Banking,Associate Digital Banking Officer II,11,Experienced Professional: EP II,"To enhance the card banking business by involving in the preparation of different activities of the Unit such as preparing assessments, pr oposals, BRDs, training documents, provision of supports etc. To provide trained and skilled successors in the Unit. II. Key Job Duties and Responsibilities: The job holders responsibilities include, but are not limited to: Distribute & collect data for preparation of documents such as proposals, assessments, BRDs etc; Collect internal & external data relevant for undertaking studies; Prepare reports by gathering information internally and externally; Support and follow up the activation of services to regi ons/districts/branches and corporate merchants; Initiate and propose new card business ideas/concepts depending on analysis and assessment findings; Identify, distinguish and analyze various card banking related issues; Work with Card Banking organs to gather and elicit business requirements/ideas for further analysis; Propose way forwards that could solve the existing card business problems, if any; Staying up-to-date on the latest process and advancements relevant to card business; Prepare and involve in the preparation of proposals, assessments, reports, BRDs, MOU, contract agreements, training documents and analyze the required information using available resources; Works within a team on a task until completion; Track and route problems and requests and document resolutions; Prepare activity reports periodically; Commercial Bank of Ethiopia Job Description Stay current with system information, changes and updates; Performs other duties as assigned.","['Distribute & collect data for preparation of documents such as proposals, assessments, BRDs etc;', 'Collect internal & external data relevant for undertaking studies;', 'Prepare reports by gathering information internally and externally;', 'Support and follow up the activation of services to regi ons/districts/branches and corporate merchants;', 'Initiate and propose new card business ideas/concepts depending on analysis and assessment findings;', 'Identify, distinguish and analyze various card banking related issues;', 'Work with Card Banking organs to gather and elicit business requirements/ideas for further analysis;', 'Propose way forwards that could solve the existing card business problems, if any;', 'Staying up-to-date on the latest process and advancements relevant to card business;', 'Prepare and involve in the preparation of proposals, assessments, reports, BRDs, MOU, contract agreements, training documents and analyze the required information using available resources;', 'Works within a team on a task until completion;', 'Track and route problems and requests and document resolutions;', 'Prepare activity reports periodically; Commercial Bank of Ethiopia Job Description', 'Stay current with system information, changes and updates;']",14
JD,Digital Banking,None,Card Banking Business,Card Banking,Associate Digital Banking Officer I,10,Professional: P II,"To enhance the card banking business by invo lving in the preparation of different activities of the Unit such as preparing assessments, proposals, BRDs, training documents, provision of supports etc To provide trained and skilled successors in the Unit. II. Key Job Duties and Responsibilities: The job holders responsibilities include, but are not limited to: Distribute & collect data for preparation of documents such as proposals, assessments, BRDs etc; Collect internal & external data relevant for undertaking studies; Prepare reports by gathering information internally and externally; Support and follow up the activation of services to regions/districts/branches and corporate merchants; Initiate and propose new card business ideas/concepts depending on analysis and assessment findings; Identify, distinguish and analyze various card banking related issues; Work with Card Banking organs to gather and elicit business requirements/ideas for further analysis; Propose way forwards that could solve the existing card business problems, if any; Staying up-to-date on the latest process and advancements relevant to card business; Prepare and involve in the preparation of proposals, assessments, reports, BRDs, MOU, contract agreements, training documents and analyze the required information using available resources; Works within a team on a task until completion; Track and route problems and requests and document resolutions; Prepare activity reports periodically; Stay current with system information, changes and updates; Performs other duties as assigned. Commercial Bank of Ethiopia Job Description","['Distribute & collect data for preparation of documents such as proposals, assessments, BRDs etc;', 'Collect internal & external data relevant for undertaking studies;', 'Prepare reports by gathering information internally and externally;', 'Support and follow up the activation of services to regions/districts/branches and corporate merchants;', 'Initiate and propose new card business ideas/concepts depending on analysis and assessment findings;', 'Identify, distinguish and analyze various card banking related issues;', 'Work with Card Banking organs to gather and elicit business requirements/ideas for further analysis;', 'Propose way forwards that could solve the existing card business problems, if any;', 'Staying up-to-date on the latest process and advancements relevant to card business;', 'Prepare and involve in the preparation of proposals, assessments, reports, BRDs, MOU, contract agreements, training documents and analyze the required information using available resources;', 'Works within a team on a task until completion;', 'Track and route problems and requests and document resolutions;', 'Prepare activity reports periodically;', 'Stay current with system information, changes and updates;']",14
JD,Digital Banking,None,Card Banking Business,Card Banking,Banking Operation Officer,9,Professional: P II,"To enhance the card banking business operation by involving in the preparation of different activities of the Unit such as preparing assessments, proposals, BRDs, training documents, provision of supports etc To provide trained and skilled successors in the Unit.","['Distribute & collect data for preparation of documents such as proposals, assessments, BRDs etc;', 'Collect internal & external data relevant for undertaking studies;', 'Prepare reports by gathering information internally and externally;', 'Support and follow up the activation of services to regions/districts/branches and corporate merchants;', 'Initiate and propose new card busines s ideas/concepts depending on analysis and assessment findings;', 'Follow up each type of card transactions and prepare reports periodically;', 'Involve in the operation of card banking business;', 'Work with Card Banking organs to gather and elicit business requirements/ideas for further analysis;', 'Propose way outs from card transaction reports;', 'Staying up-to-date on the latest process and advancements relevant to card business;', 'Prepare and involve in the preparation of proposals, assessments, reports, BRDs, MOU, co ntract agreements, training documents and analyze the required information using available resources;', 'Works within a team on a task until completion;', 'Track and route problems and requests and document resolutions;', 'Prepare activity reports periodically; Commercial Bank of Ethiopia Job Description', 'Stay current with system information, changes and updates;', 'Performs other duties as assigned.']",16
JD,Digital Banking,None,Card Banking Business,Card Banking,Junior officer II,8,Junior Level: JL,"To enhance the card banking business operation by involving in the preparation of different activities of the Unit such as preparing assessments, proposals, BRDs, training documents, provision of supports etc To provide trained and skilled successors in the Unit.","['Collect Internal and external data for preparation of documents such as proposals, assessments, BRDs etc;', 'Prepare reports by gathering information internally and externally;', 'Support the activation of card services in collaboration with senior staff;', 'Deliver Support to the unit under department on card Banking;', 'Engage in Follow up of each type of card transactions and prepare reports periodically;', 'Communicate with Reconciliation Team for any required Support;', 'Update him/her self About Card Banking Product and service;', 'Effectively Participate on on-job/off job Training;', 'Participate in monitoring Card Performance;', 'Discuss on new ideas and concepts with senior staffs;', 'Staying up-to-date on the latest process and advancements relevant to card business;', 'Engage in document preparation of proposals, assessments, and reports,', 'Works within a team on a task until completion;', 'Prepare activity reports periodically;', 'Arrange Records and documentation for files; Commercial Bank of Ethiopia Job Description', 'Stay current with system information, changes and updates;', 'Performs other duties as assigned.']",17
JD,Digital Banking,None,Card Banking Business,Card Banking,Junior officer I,7,Junior Level: JL,"To enhance the card banking business operation by involving in the preparation of different activities of the Unit such as preparing assessments, proposals, BRDs, training documents, provision of supports etc To provide trained and skilled successors in the Unit.","['Participate in Prepare reports by gathering information internally and externally;', 'Support the activation of card services in collaboration with senior staff;', 'Communicate with Reconciliation Team for any required Support', 'Update him/herself About Card Banking Product and service', 'Effectively attend on-job Training', 'Participate on Discussion of new idea and concepts with the teams', 'Works within a team on a task until completion;', 'Closely Support the Card and Pin Production and Distribution unit for Smooth Operation', 'Prepare activity reports periodically;', 'Arrange Records and documentation for files', 'Stay current with system information, changes and updates;', 'Performs other duties as assigned.']",12
JD,Digital Banking,None,Card Banking Business,Card Banking,Bank Trainee,6,Junior Level: JL,"To enhance the card banking business operation by involving in the preparation of different activities of the Unit such as preparing assessments, proposals, BRDs, training documents, provision of supports etc To provide trained and skilled successors in the Unit.","['Effectively attend on-job Training;', 'Participate in Preparing reports by gathering information internally and externally with senior staff;', 'Communicate with Reconciliation Team for any required Support;', 'Update him/herself About Card Banking Product and service;', 'Staying up-to-date on the latest process and advancements relevant to card business;', 'Closely Support the Card and Pin Production and Distribution unit for Smooth Operation;', 'Prepare activity reports periodically;', 'Stay current with system information, changes and updates;', 'Performs other duties as assigned.']",9
JD,Digital Banking,Team Leader Card and PIN Production and Team Leader Card and PIN Distribution.,Card Production and Distribution,Card Banking,Manager Card Production and Distribution,15,Middle Level Management: MLM,"This is to ensure smooth operation of Card life cycle processing. Preparing the design of cards, ordering pre-printed blank payment cards from supplier, processing card personalization, printing the payment cards and dispatching to the destination.","['Ensure availability of sufficient card ready for issuance and proactively issue procurement o rder if it gets minimum balance;', 'Set team objectives/goals, performance standards, work on team alignment and goal cascading;', 'Plans, directs and coordinates the activities of the Card Production and Distribution Units based on card banking procedure;', 'Motivate and coach the team under his supervision for better productivity;', 'Identify performance quality gap and report to the Director for further action;', 'Check existence of effective utilization of physical and financial resources and take the necessar y action if there is any misuse;', 'Ensure effective utilization of budget and manage controllable expenses;', 'Ensure timely issuance and distribution of payment cards in accordance with the Digital Banking Procedure, Objectives and operational targets;', 'Ensure proper understanding and implementation of the Digital Banking Procedure and business objectives by all performers within the team;', 'shall provide on-the-job training and assistance based on requests; Commercial Bank of Ethiopia Job Description', 'Ensure all performers in the team discharge duties and responsibilities as indicated in the Digital Banking Procedure; take appropriate and timely action on performers who contravene;', 'Conduct periodic performance evaluation of staffs under Card production and distribution;', 'Performs other duties as assigned.']",13
JD,Digital Banking,"Senior Card and Pin Personalization Officer, Card and Pin Personalization Officer, Associate Card and Pin Personalization Officer II, Associate Card and Pin Personalization Officer I, Banking Operation Officer, Junior Officer II, Junior Officer I and Bank Trainee.",Card Production and Distribution,Card Banking,Team Leader Card and PIN Production,14,Operative Level Manager: OLM,This is to ensure effective flow of the daily activities of Card and PIN production and distribution processes are runs as per the procedure of digital banking.,"['Supervise, coordinate, assist and assign tasks to the team;', 'Lead and Organize the activity of the Card production team;', 'Motivate and Manage the Card production team;', 'Ensure the production of Cards and PINs with Standard Service Delivery Time;', 'Identify areas of risk and non-compliance with procedures and advice the Manager;', 'Keeping track of lessons learned and shares those lessons with team members;', 'Ensure that sufficient stocks of Blank Card, PINs and Stationary materials are maintained;', 'Performs other duties as assigned.']",8
JD,Digital Banking,None,Card Production and Distribution,Director Card Banking,Senior Card and Pin Personalization Officer,13,Experienced Professional: EP II,"To ensure effective flow of the daily activities of Card Issuance and PIN production processes are runs as per the procedure of Card Banking. II. Key Job Duties and Responsibilities: The job holders responsibilities include, but are not limited to: Organize the routine activities and involve in the Card production team; Ensure the production of Cards and PINs with Standard Service Delivery Time; Ensure all email conversations are handled on time and properly; Keeping track of lessons learned and shares those lessons with team members; Ensure and follows the sufficient stocks of Blank Card, PINs and Stationary materials are maintained; Receive authorized letters of request from CBEs He ad Office Organs /Districts/Branches for the issuance of Platinum and Gold level cards whose account balances are below the minimum requirement or for other debit cards that could not be processed through the core banking system; Receive authorized letters or emails of request from Branches for urgent issuance of cards that can be processed manually on the card banking system and forward them to Banking operation officer; Receive authorized letters of request for issuance of PINs from Branches or other organs of the Bank as appropriate and ensure the genuineness of the requests; Receive rejected cards from the Associate card and PIN personalization officer I and reconcile the number of rejected cards with the total number of blank cards held in stock; Destroy the rejected cards monthly together with the Card and PIN personalization officer and the Internal Control Officer; Ensure that both personalized and blank cards are kept safely; Commercial Bank of Ethiopia Job Description Performs other duties as assigned. IV Key Performance Indicators: Strategic and operational efficiency and effectiveness such as: Efficient use of resource; Timely response to requests from Branches/Districts/HO Organs; Team collaboration; Customer Satisfaction. V Summary of Key Competency, Educational and Professional Requirements: 1. Summary of Key Competency Requirements 1.1 Leadership Competency at Proficiency of Level Novice (One) Deals with Conflict Drives for Result Emotional Intelligence Learning Agility Manages performance Operates from a strategic perspective Organizational awareness & diplomacy Manages Relationships 1.2 Organizational Values Competency at Proficiency Level of Intermediate (Two) Corporate Citizenship Respect for Diversity Teamwork Innovative Organization Empowerment Professionalism Service Excellence Integrity. 2. Educational and Professional Requirements Masters Degree in Economics or Management or Accounting or other Business related fields or B.A Degree in Economics or Management or Accounting or other Business related fields with 6/8 years of Banking experience respectively of which 2 years at Job Grade 12. Commercial Bank of Ethiopia Job Description 1.3 Technical Competency VI. Approvals: Approved by: Designation Name_______________________________________ Signature: ______________Date: _______________ VII. Statement/Employee Acknowledgment/ I ________________________________________have read the above, and understand that it is intended to describe the general content of and requirements for performing this job. It is not an exhaustive statement of duties, responsibilities or requirements. I understand that this job description does not preclude the Banks authority to add or change duties or responsibilities, and understand that the performance of other duties will be required from time to time in order to meet the banks needs. I have been given a copy of this description. Name:______________________________________Signature:_____________Date:_______________ Commercial Bank of Ethiopia Job Description 1.7.3.1.2. Card and Pin Personalization Officer","['Organize the routine activities and involve in the Card production team;', 'Ensure the production of Cards and PINs with Standard Service Delivery Time;', 'Ensure all email conversations are handled on time and properly;', 'Keeping track of lessons learned and shares those lessons with team members;', 'Ensure and follows the sufficient stocks of Blank Card, PINs and Stationary materials are maintained;', 'Receive authorized letters of request from CBEs He ad Office Organs /Districts/Branches for the issuance of Platinum and Gold level cards whose account balances are below the minimum requirement or for other debit cards that could not be processed through the core banking system;', 'Receive authorized letters or emails of request from Branches for urgent issuance of cards that can be processed manually on the card banking system and forward them to Banking operation officer;', 'Receive authorized letters of request for issuance of PINs from Branches or other organs of the Bank as appropriate and ensure the genuineness of the requests;', 'Receive rejected cards from the Associate card and PIN personalization officer I and reconcile the number of rejected cards with the total number of blank cards held in stock;', 'Destroy the rejected cards monthly together with the Card and PIN personalization officer and the Internal Control Officer;', 'Ensure that both personalized and blank cards are kept safely; Commercial Bank of Ethiopia Job Description', 'Performs other duties as assigned.']",12
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Card Pin Personalization Officer,12,Experienced Professional: EP,To ensure effective flow of the daily activities of Card Issuance and PIN production processes are runs as per the procedure of Card Banking.,"['Follow timely and proper Card and Pin Productions;', 'Ensure the issued cards and PINs are matched and Communic ate any mismatch to requesting branch/IT Officer;', 'Check the balance of issued, rejected and blank card and PINs against card and PINs withdrawn from stock on a daily; basis;', 'Oversee and ensures the proper association of account(s) with card, on same day of receiving applications from branches;', 'Match requests for issuance of PINs for wallet and shoa cards with the produced PINs;', 'Receive the confirmation letters or emails of Branches/Merchants regarding the proper delivery of PINs and communicate the cases to the Team Leader Card Production or distribution;', 'Receive issued prepaid cards and lists of delivered PINs with their respective denominations from the Banking Operation Officer;', 'Performs other duties as assigned.']",8
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Associate Card and Pin Personalization Officer II,11,Experienced Professional: EP,"To accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Match the n umber of personalized cards and PINs received from the Associate card and PIN production officer I;', 'Communicate any file mismatch to the IT Officer at the Card Issuance Solutions Unit that shall take the necessary action;', 'Collect reports form post office on the delivery of card and PIN to branches', 'Reconcile monthly postage fee request against the actual distributed items and forward to manager card production and distribution for payment approval', 'Coordinate activates (sorting, matching and packing) performed by contract employees', 'Check the status of dispatched debit cards by using the core banking system within 7 days for cards sent to City Branches and after 15 days for cards sent to Outlying Branches;', 'Performs other duties as assigned.']",7
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Associate Card and Pin Personalization Officer I,10,Professional: P II,"To accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Process data, generate PIN, register and accomplish the overall tasks that have given to PIN Issuance;', 'Process replacement of Card and PIN change Request;', 'Communicate IT Officer at the Card Issuance Solution Unit to process urgent card files a nd produce the PINs and Cards;', 'Receive blank PIN papers from Senior card and PIN personalization officer and produce PINs upon receiving PIN files;', 'Receive blank cards from Senior card and PIN personalization officer and personalize them using the imported card file;', 'Receive urgent mass card production request from senior card and PIN personalization officer;', 'facilitate separate urgent mass production processes and deliver the card and Pin to junior officer I;', 'Performs other duties as assigned.']",8
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Banking Operation Officer,9,Professional: P II,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Process replacement of Card and PIN change Request;', 'Process and Communicate PIN change request, Card replacement, destroyed cards, Account association and related requests via Bank e-mail;', 'Insert all manual card requisites including prepaid cards', 'Enter customer information into card banking system for prepaid card requests;', 'Enter Customers information/data into the card banking system when requests for PINs could not be processed through the core banking system and when the Team Leade r for Card Production and Management makes urgent requests for PINs;', 'Accept and processes applications for association of additional accounts and card forwarded from Branches through the system or written application letters;', 'Addressing all E-mail support requests timely', 'Performs other duties as assigned.']",8
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Junior Officer II,8,Junior Level: JL II,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Insert all manual card requisites including prepaid cards;', 'Register the file number and type of cards, the number of cards and PINs and the name of the; Courier/Messenger by the respective Branches in the core banking system;', 'Hand over produced cards and PIN to branches and Couriers and generate respective reports;', 'Performs other duties as assigned.']",4
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Junior Officer I,7,Junior Level: JL II,"This is to accomplish debit Card issuance, PIN production and distrib ution as per the procedure to make effective the card payment system.","['Receive urgently mass produced cards form Associate card and PIN personalizat ion officer II and handling distribution to the requesting branches;', 'Serve as a contact person for district digital support teams and provide any support and escalate if the issue is beyond;', 'Register the file number and type of cards, the number of cards and PINs and the name of the Courier/Messenger by the respective Branches in the core banking system;', 'Hand over produced cards and PIN to branches and Couriers and generate respective reports;', 'Performs other duties as assigned.']",5
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Bank Trainee,6,Junior Level: JL II,"This is to accomplish debit Card issuan ce, PIN production and distribution as per the procedure to make effective the card payment system.","['Participate on card production processes;', 'Provide any support demanded to card production;', 'Perform any manual activities of card production;', 'Performs other duties as assigned.']",4
JD,Digital Banking,"Senior Card and Pin Pers onalization Officer, Card and Pin Personalization Officer, Associate Card and Pin Personalization Officer II, Associate Card and Pin Personalization Officer I, Banking Operation Officer, Junior Officer II, Junior Officer I and Bank Trainee.",Card Production and Distribution,Card Banking,Team Leader Card and PIN Distribution,14,Operative Level Manager: OLM,To ensure effective flow of the daily activities of Card and PIN production and distribution processes are runs as per the procedure of digital banking.,"['Supervise, coordinate, assist and assign tasks to the team;', 'Lead and Organize the activity of the Card and PIN distribution;', 'Motivate and Manage the Card and PIN distribution team;', 'Ensure the distribution of Issued Cards and PINs with Standard Service Delivery Time;', 'Identify areas of risk and non-compliance with procedures and advice the Manager;', 'Keeping track of lessons learned and shares those lessons with team members;', 'Ensure that sufficient stocks of Blank Card, PINs and Stationary materials are maintained;', 'Performs other duties as assigned.']",8
JD,Digital Banking,None,Card Production and Distribution,Director Card Banking,Senior Card and Pin Personalization Officer,13,Experienced Professional: EP,To ensure effective flow of the daily act ivities of Card Issuance and PIN production processes are runs as per the procedure of Card Banking.,"['Organize the routine activities and involve in the Card distribution team;', 'Ensure the distribution of Issued Cards and PINs with Standard Service Delivery Time;', 'Ensure all email conversations are handled on time and properly;', 'Keeping track of lessons learned and shares those lessons with team members;', 'Follow proper delivery of cards and PINs in sealed envelopes and retain custody of dispatched reports;', 'Ensure and follows the sufficient stocks of Blank Card, PINs and Stationary materials are maintained;', 'Follow up proper sorting of cards and PINs, sealed and dispatched to the respective branches within SDT;', 'Retain custody of card and PIN dispatch reports;', 'Monitor the proper delivery of cards and PINs in sealed envelopes;', 'Prepare minutes that state the type and quantity of the cards rejected;', 'Report the destruction of the cards to Manager Card Production and distribution Unit;', 'Report the remaining stock of cards, PINs and other consumable items to Manager Card Production Commercial Bank of Ethiopia Job Description and distribution Unit every month;', 'Performs other duties as assigned.']",13
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Card and Pin Personalization Officer,12,Experienced Professional: EP,To ensure effective flow of the daily activities of Card Issuance and PIN production processes are runs as per the procedure of Card Banking.,"['Follow timely and proper Card and Pin distribution;', 'Follow status of dispatched cards according to Service Delivery Time, if Not communicate branch for subsequent action;', 'Makes Daily, Weekly, Monthly, Quarterly and annual reports;', 'Checks the proper delivery of cards and PINs in sealed envelopes and custody of dispatched reports;', 'Check the balance of issued, rejected and blank PINs and card against PINs and card w ithdrawn from stock on a daily; basis;', 'Oversee and ensures the proper association of account(s) with card, on same day of receiving applications from branches;', 'Performs other duties as assigned.']",7
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Associate Card and Pin Personalization Officer II,11,Experienced Professional: EP II,"To accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Match the number of per sonalized cards and PINs received from the Associate card and PIN production officer I;', 'Communicate any mismatch to the IT Officer at the Card Issuance Solutions Unit that shall take the necessary action;', 'Follow up the personalized Pin and cards arranged to respective districts within our unit;', 'Follow and control the distribution of PINs cards ready for collection;', 'Coordinate activates (sorting, matching and packing) performed by contract employees;', 'Check the status of dispatched debit cards by using th e core banking system within 7 days for cards sent to City Branches and after 15 days for cards sent to Outlying Branches;', 'Performs other duties as assigned.']",7
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Associate Card and Pin Personalization Officer I,10,Professional: P II,"To accomplish debit Card issuance, PIN productio n and distribution as per the procedure to make effective the card payment system.","['Hand over rejected PINs and Cards to Senior card personalization office with respective report;', 'Provide daily card and PIN production report;', 'Report any incidents regarding card and PIN Personalization machines to team leader card and PIN production and distribution;', 'Performs other duties as assigned.']",4
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Banking Operation Officer,9,Professional: P,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Sort and match the cards and PINs with the respective Branches;', 'Arrange distribution after sorting, matching and registration of card and PINs with re spective branch/organs;', 'Register the PINs and deliver them to the Senior Banking Operation Officer after labeling the envelopes containing them with card file numbers, the respective Branches names and the quantity of the PINs;', 'Receive and handle end to end card destroy requisites;', 'Compile and Forward the lists of card to the IT Officer at the Card Issuance Solutions Unit who processes the blacklisting of the cards;', 'Inform Branches/Districts through e-mail when the status of the cards is changed;', 'Register the file number and type of cards, the number of cards and PINs and the name of the Courier/Messenger by the respective Branches in the core banking system;', 'Hand over produced cards and PIN to branches and Couriers and generate respective reports;', 'Handling of returned cards and re send to correct destination;', 'Performs other duties as assigned.']",10
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Junior Officer II,8,Junior Level: JL II,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Sort and match the cards and PINs with the respective Branches;', 'Arrange distribution after sorting, matching and registration of card and PINs with respective branch/organs;', 'Pack card and PINs and deliver them to the Senior Banking Operation Officer after labeling the envelopes containing them with card file numbers, the respective Branches names and the quantity of the car and PINs;', 'Performs other duties as assigned.']",4
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Junior Officer I,7,Junior Level: JL II,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Follow check and Communicate branches about uncollected cards and report the statues to senior card and PIN personalization officer;', 'Sort and match the cards and PINs with the respective Branches;', 'Arrange distribution after so rting, matching and registration of card and PINs with respective branch/organs;', 'Pack card the PINs and deliver them to the Senior Banking Operation Officer after labeling the; envelopes containing them with card file numbers, the respective Branches name s and the quantity of the card and PINs;', 'Performs other duties as assigned.']",5
JD,Digital Banking,None,Card Production and Distribution,Card Banking,Bank Trainee,6,Junior Level: JL II,"This is to accomplish debit Card issuance, PIN production and distribution as per the procedure to make effective the card payment system.","['Participate on card distribution processes;', 'Provide any support demanded to card production;', 'Perform any manual activities of card distribution', 'Performs other duties as assigned.']",4
JD,Digital Banking,"Card Issuance Solution Lead, Card Issuance Solution Expert, Card Issuance Solution Officer, Associate Card Issuance Solution Officer, IS Officer, Junior IS Officer II, Junior IS Officer I and IS Trainee.",Card Issuance Solution Management,Card Banking,Manager Card Issuance Solution Management,15,Middle Level Management: MLM,"To Lead Card Issuance Solutions are dedicating to provide highly robust, secure, consistent and reliable Payment card issuance services to our customers by implementing efficient and up - to-date technology.","['Set team objectives/ goals, performance standards, work on team alignment and goal cascading;', 'Plans, directs and coordinates the activities of the Card Issuance Solutions unit based on this procedure and other relevant procedures and guidelines;', 'Ensures stability, security and maximum uptime for card issuance system;', 'Ensures timely provision and delivery of all applicable softwares, hardware and spare parts along with proper network configuration and deployment for card is suance system by communicating with respective vendor and other concerned organs of the bank;', 'Ensures service of card issuance system complies with international standards and security policies;', 'Ensures card issuance system support service level agreement and software maintenance agreement are implemented as per the agreement;', 'Manages and supervises whether technical support services provided by technical support staff as per the SDT;', 'Identifies performance quality gap and reports to Director Alternative Payment Channels for further action; Commercial Bank of Ethiopia Job Description', 'Analyzes the needs, asses the capacities of staff and propose continuous technical training for technical support staff;', 'Authorizes user access rights and privileges of card issuance system and Person bureau infrastructure for concerned staff;', 'Manages new card product development and card issuance system along with other concerned organs and the vendor of card issuance system;', 'Check existence of effective utilization of physical and financial resources and take the necessa ry action if there is any misuse;', 'Ensure effective utilization of budget and manage controllable expenses;', 'Ensure all performers in the team discharge duties and responsibilities as indicated in the Alternative Payment Channels Procedure; take appropriate and timely action on performers who contravene;', 'Conduct periodic performance evaluation of staffs under Technical Support;', 'Performs other duties as assigned.']",16
JD,Digital Banking,None,Card Issuance Solution Management,Card Banking,Card Issuance Solution Lead,14,Experienced Professional: EP,"To ensure regular card issuance system maintenance, configuration, backup, performance monitoring and upgrading in order to check its reliable and timely support of card issuance systems, hardware and software environments, maintain and support personalization machines.","['Develops and reviews service catalogue and arranges proactive card issuance support services and forward to Card Issuance Solutions Manager for approval;', 'Monitors and manage regular card issuance system maintenance, configura tion, performance monitoring and upgrading;', 'Monitors and manage card issuance system support service level agreement and software maintenance agreement are implemented as per the agreement and propose enhancement to the agreement;', 'Manages data preparation system (Affine Scripting, KMS & SMK (Smart Card Management Kernel) and card personalization machine controller;', 'Monitor proper implementation of backup schedules to recover data in case of hardware and software failures;', 'Researches, propose, introduces, im plements and maintains new technologies to support current and future banks card issuance system;', 'Monitor and trouble shoot escalated service requests, incidents and problems in line with card issuance system support services and report critical issues to Card Issuance Solutions Manager;', 'Monitors and ensure proper implementation of user access right of Card Issuance System and Person Bureau infrastructure and Security Systems; Commercial Bank of Ethiopia Job Description', 'Forecast, plan spare parts consumption and monitor its procurement process in collaboration with Manager Card Issuance Solutions management;', 'Monitors preventive and corrective maintenance are done on time;', 'Monitors proper inventory record of card issuance resources;', 'Performs other duties as assigned.']",12
JD,Digital Banking,None,Card Issuance Solution Management,Card Banking,Card Issuance Solution Expert,13,Experienced Professional: EP,"To Expert Card Issuance Solutions are dedicating to provide highly robust, secure, consistent and reliable Payment card issuance services to our customers by deploying efficient and up -to- date technology.","['Develops and reviews service catalogue and arranges proactive card issuance support services and forward to Card Issuance Solutions Manager for approval;', 'Monitors regular card issuance system maintenance, configuration, performance monitoring and upgrading;', 'Monitors card issuance system support service level agreement and software maintenance agreement are implemented as per the agreement;', 'Manages data preparation system (Affina Scripting, KMS & SMK (Smart Card Management Kernel) and card personalization machine controller;', 'Defines and validates proper and reliable backup schedules to recover data in case of hardware and software failures;', 'Researches, introduces, implements and maintains new technologies to support current and future banks card issuance system;', 'Asses and troubleshoots escalated service requests, incidents and problems in line with card issuance system support services and report critical issues to Card Issuance Solutions Manager;', 'Monitors and Configures user access right of Card Issuance System and Person Bureau infrastructure users and Security Systems;', 'Receives and reviews spare parts purchase requests and forward to Manager Card Issuance Solutions. Commercial Bank of Ethiopia Job Description', 'Performs other duties as assigned.']",10
JD,Digital Banking,None,Card Issuance Solution Management,Card Banking,Card Issuance Solution Officer,12,Experienced Professional: EP,"To Expert Card Issuance Solutions are dedicating to provide highly robust, secure, consistent and rel iable Payment card issuance services to our customers by deploying efficient and up -to- date technology.","['Develops and reviews service catalogue and arra nges proactive card issuance support services and forward to Card Issuance Solutions Manager for approval;', 'Monitors regular card issuance system maintenance, configuration, performance monitoring and upgrading;', 'Monitors card issuance system support service level agreement and software maintenance agreement are implemented as per the agreement;', 'Manages data preparation system (Affina Scripting, KMS & SMK (Smart Card Management Kernel) and card personalization machine controller;', 'Defines and validates proper and reliable backup schedules to recover data in case of hardware and software failures;', 'Researches, introduces, implements and maintains new technologies to support current and future banks card issuance system;', 'Asses and troubleshoots escalated service requests, incidents and problems in line with card issuance system support services and report critical issues to Card Issuance Solutions Manager;', 'Monitors and Configures user access right of Card Issuance System and Person Bureau infrastructure users and Security Systems;', 'Receives and reviews spare parts purchase requests and forward to Manager Card Issuance Solutions. Commercial Bank of Ethiopia Job Description', 'Performs other duties as assigned.']",10
